ingredient_rawmaterial_id,ingredient_id,raw_material_type_id
29206,250,4
29207,396,144
29208,325,155
29209,296,2
29210,247,198
29211,302,66
29212,104,103
29213,320,175
29214,153,90
29215,318,150
29216,106,74
29217,254,7
29218,375,182
29219,165,143
29220,308,163
29221,249,106
29222,175,150
29223,255,20
29224,390,22
29225,382,189
29226,393,36
29227,254,127
29228,291,129
29229,288,181
29230,310,194
29231,339,18
29232,176,186
29233,184,74
29234,382,116
29235,387,185
29236,183,99
29237,385,70
29238,390,17
29239,199,60
29240,169,96
29241,129,181
29242,142,192
29243,108,131
29244,100,118
29245,169,53
29246,251,125
29247,234,146
29248,373,187
29249,172,189
29250,109,107
29251,213,149
29252,167,138
29253,193,175
29254,254,72
29255,219,42
29256,210,62
29257,296,71
29258,345,22
29259,162,35
29260,139,19
29261,168,27
29262,395,54
29263,192,155
29264,190,33
29265,220,59
29266,393,140
29267,245,38
29268,143,187
29269,220,16
29270,247,152
29271,159,115
29272,180,58
29273,284,166
29274,262,17
29275,330,3
29276,305,164
29277,317,123
29278,370,49
29279,108,105
29280,183,65
29281,262,71
29282,136,30
29283,265,17
29284,320,49
29285,160,52
29286,357,156
29287,235,138
29288,391,73
29289,117,158
29290,380,85
29291,163,38
29292,302,157
29293,292,57
29294,224,35
29295,366,175
29296,115,149
29297,374,31
29298,107,122
29299,181,89
29300,229,1
29301,195,57
29302,304,65
29303,104,148
29304,137,191
29305,206,11
29306,153,103
29307,138,169
29308,337,18
29309,384,2
29310,205,7
29311,230,74
29312,286,9
29313,238,151
29314,379,118
29315,255,156
29316,159,64
29317,314,42
29318,240,177
29319,369,197
29320,147,111
29321,185,57
29322,340,186
29323,222,200
29324,131,174
29325,375,81
29326,301,74
29327,105,157
29328,269,171
29329,292,153
29330,170,61
29331,229,91
29332,161,192
29333,340,116
29334,297,83
29335,199,9
29336,291,23
29337,396,13
29338,361,74
29339,167,94
29340,343,79
29341,303,58
29342,328,191
29343,346,158
29344,343,150
29345,273,18
29346,142,140
29347,167,29
29348,344,118
29349,215,49
29350,247,192
29351,292,27
29352,217,58
29353,172,105
29354,384,196
29355,361,192
29356,214,95
29357,196,200
29358,354,18
29359,381,166
29360,121,134
29361,289,39
29362,345,62
29363,391,124
29364,188,102
29365,197,135
29366,162,7
29367,234,119
29368,112,179
29369,309,19
29370,249,12
29371,165,161
29372,139,116
29373,188,50
29374,119,24
29375,371,44
29376,183,30
29377,152,171
29378,313,184
29379,163,133
29380,240,84
29381,287,24
29382,154,185
29383,308,19
29384,265,24
29385,382,102
29386,180,188
29387,210,14
29388,279,72
29389,341,113
29390,316,68
29391,187,34
29392,352,12
29393,321,42
29394,124,77
29395,270,108
29396,253,163
29397,288,162
29398,388,116
29399,259,129
29400,164,115
29401,161,142
29402,197,11
29403,372,35
29404,277,96
29405,124,194
29406,191,75
29407,281,133
29408,373,2
29409,361,112
29410,392,185
29411,380,60
29412,286,1
29413,210,24
29414,194,91
29415,306,62
29416,167,122
29417,160,55
29418,104,146
29419,127,92
29420,206,128
29421,333,130
29422,117,88
29423,173,33
29424,185,173
29425,236,137
29426,223,129
29427,362,194
29428,195,121
29429,159,134
29430,241,51
29431,229,149
29432,229,111
29433,244,141
29434,121,71
29435,216,84
29436,314,109
29437,264,148
29438,338,159
29439,368,25
29440,200,193
29441,330,130
29442,323,40
29443,187,153
29444,353,126
29445,264,169
29446,269,167
29447,160,179
29448,388,31
29449,368,53
29450,109,109
29451,182,72
29452,156,176
29453,337,4
29454,183,77
29455,361,50
29456,228,114
29457,211,181
29458,159,146
29459,227,150
29460,152,6
29461,141,179
29462,387,188
29463,212,140
29464,168,38
29465,114,73
29466,178,193
29467,285,19
29468,236,152
29469,371,38
29470,250,29
29471,300,135
29472,234,180
29473,306,176
29474,202,148
29475,134,189
29476,167,83
29477,394,26
29478,349,53
29479,196,123
29480,194,152
29481,124,79
29482,393,22
29483,150,98
29484,163,32
29485,315,94
29486,160,100
29487,262,117
29488,228,163
29489,236,22
29490,362,138
29491,149,129
29492,331,122
29493,206,17
29494,192,198
29495,124,165
29496,358,121
29497,327,90
29498,358,129
29499,300,185
29500,121,100
29501,357,72
29502,282,101
29503,206,152
29504,270,75
29505,149,19
29506,278,199
29507,351,7
29508,159,143
29509,122,4
29510,365,156
29511,120,38
29512,155,148
29513,351,62
29514,149,149
29515,311,131
29516,329,111
29517,316,97
29518,230,37
29519,364,116
29520,240,104
29521,121,35
29522,194,15
29523,384,179
29524,232,198
29525,306,95
29526,378,58
29527,253,49
29528,281,183
29529,395,16
29530,379,198
29531,296,174
29532,183,55
29533,354,100
29534,385,166
29535,104,28
29536,256,77
29537,147,146
29538,325,198
29539,125,73
29540,226,99
29541,246,110
29542,168,189
29543,170,179
29544,333,173
29545,232,162
29546,106,193
29547,137,155
29548,300,118
29549,305,140
29550,116,87
29551,371,37
29552,193,152
29553,208,109
29554,273,41
29555,193,28
29556,152,106
29557,106,117
29558,344,120
29559,219,175
29560,283,33
29561,111,18
29562,287,33
29563,180,153
29564,352,42
29565,358,135
29566,357,1
29567,112,114
29568,189,131
29569,232,47
29570,293,68
29571,112,128
29572,210,167
29573,133,161
29574,168,175
29575,261,195
29576,250,32
29577,150,146
29578,103,147
29579,101,114
29580,134,117
29581,216,153
29582,270,43
29583,367,8
29584,104,155
29585,355,196
29586,121,74
29587,210,131
29588,277,30
29589,148,149
29590,186,199
29591,327,145
29592,347,31
29593,325,112
29594,240,114
29595,142,90
29596,299,188
29597,345,52
29598,153,54
29599,309,19
29600,195,61
29601,165,136
29602,389,159
29603,348,31
29604,324,186
29605,127,165
29606,157,171
29607,357,173
29608,121,192
29609,158,103
29610,156,27
29611,237,39
29612,398,139
29613,371,117
29614,252,24
29615,132,126
29616,310,91
29617,317,135
29618,261,48
29619,169,177
29620,164,9
29621,110,117
29622,104,24
29623,243,60
29624,173,104
29625,187,164
29626,229,24
29627,277,11
29628,244,134
29629,183,33
29630,106,60
29631,362,182
29632,256,146
29633,136,53
29634,297,168
29635,325,180
29636,125,149
29637,172,17
29638,265,145
29639,150,106
29640,226,67
29641,193,193
29642,205,56
29643,238,74
29644,260,89
29645,245,67
29646,350,23
29647,235,63
29648,397,142
29649,154,78
29650,245,35
29651,377,157
29652,162,139
29653,390,197
29654,351,98
29655,385,19
29656,117,37
29657,156,108
29658,126,76
29659,233,154
29660,355,151
29661,173,135
29662,306,28
29663,317,92
29664,318,26
29665,271,31
29666,353,126
29667,192,128
29668,140,71
29669,305,54
29670,125,168
29671,204,154
29672,381,145
29673,227,183
29674,258,114
29675,189,21
29676,116,174
29677,166,177
29678,373,160
29679,310,18
29680,375,76
29681,350,75
29682,321,52
29683,318,96
29684,254,141
29685,398,39
29686,357,174
29687,264,4
29688,111,117
29689,316,128
29690,396,86
29691,346,47
29692,124,168
29693,181,13
29694,254,78
29695,353,197
29696,143,119
29697,100,158
29698,221,2
29699,299,186
29700,224,153
29701,392,115
29702,342,169
29703,208,181
29704,383,164
29705,349,170
29706,367,107
29707,325,142
29708,115,179
29709,210,120
29710,203,58
29711,291,153
29712,171,86
29713,281,84
29714,389,99
29715,216,2
29716,172,79
29717,253,72
29718,256,140
29719,152,8
29720,220,89
29721,307,105
29722,265,125
29723,169,36
29724,396,65
29725,309,116
29726,323,81
29727,239,41
29728,286,135
29729,249,65
29730,258,195
29731,220,155
29732,323,123
29733,202,186
29734,286,3
29735,396,154
29736,346,98
29737,102,106
29738,389,137
29739,302,21
29740,287,128
29741,170,191
29742,114,78
29743,205,121
29744,181,100
29745,168,185
29746,346,95
29747,151,66
29748,256,49
29749,159,163
29750,326,115
29751,153,14
29752,126,129
29753,369,15
29754,350,74
29755,380,191
29756,269,26
29757,356,132
29758,120,141
29759,165,199
29760,123,170
29761,325,73
29762,206,130
29763,126,114
29764,396,61
29765,220,120
29766,243,39
29767,178,1
29768,140,59
29769,125,30
29770,238,188
29771,280,52
29772,110,180
29773,124,87
29774,349,155
29775,380,172
29776,189,198
29777,265,60
29778,154,81
29779,143,89
29780,190,90
29781,381,190
29782,305,68
29783,139,175
29784,335,36
29785,198,114
29786,260,140
29787,241,64
29788,153,154
29789,154,100
29790,129,164
29791,337,47
29792,366,10
29793,140,110
29794,179,175
29795,228,169
29796,300,37
29797,337,16
29798,320,37
29799,229,179
29800,383,24
29801,224,22
29802,180,37
29803,211,72
29804,322,24
29805,130,55
29806,308,171
29807,324,58
29808,143,139
29809,386,179
29810,327,89
29811,357,110
29812,338,187
29813,333,130
29814,208,87
29815,302,75
29816,114,67
29817,115,1
29818,246,140
29819,330,8
29820,291,9
29821,163,101
29822,106,140
29823,221,10
29824,299,133
29825,271,15
29826,100,42
29827,132,165
29828,137,102
29829,245,168
29830,225,68
29831,392,64
29832,269,1
29833,242,20
29834,201,156
29835,355,124
29836,189,187
29837,274,97
29838,303,11
29839,137,67
29840,347,67
29841,178,158
29842,360,22
29843,159,2
29844,212,107
29845,392,158
29846,247,163
29847,211,137
29848,226,102
29849,146,172
29850,183,98
29851,361,167
29852,338,97
29853,127,30
29854,335,13
29855,311,168
29856,223,187
29857,192,93
29858,132,58
29859,354,65
29860,172,46
29861,104,56
29862,206,125
29863,206,40
29864,277,174
29865,251,134
29866,127,41
29867,393,166
29868,354,6
29869,294,146
29870,174,110
29871,191,198
29872,170,104
29873,165,70
29874,249,89
29875,135,29
29876,129,131
29877,107,155
29878,290,49
29879,188,162
29880,309,68
29881,265,181
29882,241,45
29883,213,20
29884,117,112
29885,147,161
29886,108,81
29887,154,121
29888,324,37
29889,333,151
29890,313,119
29891,348,91
29892,158,166
29893,158,82
29894,299,56
29895,376,114
29896,171,54
29897,392,92
29898,225,107
29899,207,103
29900,341,25
29901,185,141
29902,217,186
29903,347,172
29904,302,24
29905,195,83
29906,250,65
29907,380,166
29908,139,107
29909,273,33
29910,357,8
29911,247,157
29912,267,166
29913,351,145
29914,387,46
29915,362,49
29916,209,22
29917,109,3
29918,397,125
29919,146,172
29920,236,3
29921,280,158
29922,162,43
29923,299,68
29924,362,54
29925,223,132
29926,389,100
29927,119,31
29928,195,97
29929,295,192
29930,139,26
29931,179,78
29932,311,27
29933,307,80
29934,224,63
29935,315,36
29936,145,83
29937,356,140
29938,355,55
29939,342,182
29940,232,66
29941,289,175
29942,245,1
29943,235,91
29944,326,27
29945,356,139
29946,242,180
29947,237,99
29948,151,188
29949,183,79
29950,215,60
29951,275,17
29952,234,76
29953,347,170
29954,124,108
29955,172,43
29956,379,133
29957,339,30
29958,190,154
29959,119,118
29960,394,137
29961,354,8
29962,170,152
29963,148,180
29964,194,157
29965,332,76
29966,288,79
29967,357,191
29968,398,114
29969,160,114
29970,292,27
29971,385,85
29972,131,97
29973,349,30
29974,104,12
29975,104,164
29976,159,165
29977,236,185
29978,196,81
29979,372,76
29980,395,106
29981,227,19
29982,112,124
29983,289,162
29984,226,145
29985,265,114
29986,361,162
29987,185,9
29988,131,179
29989,371,137
29990,128,130
29991,301,16
29992,326,59
29993,211,68
29994,288,91
29995,170,57
29996,283,143
29997,348,24
29998,264,24
29999,204,77
30000,257,37
30001,328,85
30002,182,189
30003,161,74
30004,116,184
30005,116,21
30006,284,152
30007,326,183
30008,367,49
30009,343,52
30010,254,146
30011,200,188
30012,322,168
30013,163,159
30014,310,94
30015,376,69
30016,320,34
30017,170,183
30018,171,46
30019,332,45
30020,101,178
30021,246,77
30022,190,195
30023,395,157
30024,117,122
30025,208,45
30026,383,139
30027,217,140
30028,179,128
30029,152,189
30030,255,186
30031,296,77
30032,142,116
30033,294,52
30034,139,164
30035,142,70
30036,255,62
30037,243,77
30038,140,174
30039,133,149
30040,220,138
30041,334,187
30042,365,106
30043,122,11
30044,182,117
30045,198,101
30046,224,25
30047,153,114
30048,288,46
30049,218,49
30050,304,184
30051,376,65
30052,109,64
30053,371,2
30054,391,102
30055,147,164
30056,397,116
30057,244,3
30058,309,82
30059,353,198
30060,361,169
30061,318,146
30062,295,166
30063,373,72
30064,217,198
30065,368,88
30066,273,184
30067,221,33
30068,240,76
30069,324,62
30070,204,142
30071,170,166
30072,316,182
30073,335,191
30074,140,159
30075,369,200
30076,189,89
30077,184,98
30078,122,174
30079,211,59
30080,310,38
30081,361,79
30082,158,24
30083,353,130
30084,276,13
30085,304,151
30086,149,154
30087,212,54
30088,376,34
30089,107,61
30090,352,61
30091,298,30
30092,112,50
30093,368,145
30094,259,36
30095,235,22
30096,335,12
30097,221,33
30098,215,42
30099,216,122
30100,100,161
30101,396,127
30102,312,63
30103,243,193
30104,154,21
30105,176,56
30106,274,161
30107,213,140
30108,182,102
30109,114,41
30110,124,165
30111,185,165
30112,263,130
30113,271,82
30114,364,101
30115,135,83
30116,268,155
30117,188,188
30118,316,176
30119,126,122
30120,109,75
30121,105,68
30122,355,151
30123,156,189
30124,158,58
30125,325,127
30126,167,83
30127,114,198
30128,190,109
30129,165,14
30130,129,162
30131,153,193
30132,117,182
30133,204,169
30134,148,154
30135,314,191
30136,158,120
30137,335,85
30138,269,34
30139,386,182
30140,133,154
30141,394,152
30142,378,45
30143,389,115
30144,389,105
30145,141,41
30146,310,159
30147,366,74
30148,339,135
30149,147,138
30150,338,32
30151,385,9
30152,192,136
30153,370,192
30154,110,142
30155,380,3
30156,122,161
30157,337,159
30158,132,149
30159,202,33
30160,188,2
30161,316,80
30162,327,16
30163,239,120
30164,157,27
30165,127,60
30166,104,182
30167,365,143
30168,228,191
30169,190,151
30170,389,88
30171,128,159
30172,158,45
30173,329,112
30174,196,167
30175,186,187
30176,166,4
30177,298,133
30178,204,40
30179,195,23
30180,251,4
30181,310,1
30182,356,177
30183,290,163
30184,206,185
30185,219,72
30186,153,43
30187,129,79
30188,285,65
30189,128,127
30190,376,191
30191,208,38
30192,272,26
30193,298,126
30194,353,35
30195,262,181
30196,307,31
30197,376,175
30198,397,100
30199,214,74
30200,396,50
30201,288,30
30202,312,147
30203,279,111
30204,378,112
30205,268,128
30206,351,26
30207,308,150
30208,233,186
30209,213,46
30210,218,22
30211,380,124
30212,338,64
30213,207,9
30214,143,60
30215,199,80
30216,237,133
30217,226,21
30218,384,45
30219,318,194
30220,169,64
30221,386,192
30222,109,107
30223,351,118
30224,261,47
30225,135,169
30226,367,188
30227,110,48
30228,142,51
30229,301,99
30230,197,84
30231,364,104
30232,299,168
30233,325,1
30234,203,52
30235,399,13
30236,111,107
30237,258,177
30238,129,15
30239,311,171
30240,258,108
30241,252,115
30242,132,89
30243,315,31
30244,251,20
30245,240,57
30246,381,40
30247,297,151
30248,350,29
30249,265,118
30250,244,149
30251,241,172
30252,227,174
30253,331,121
30254,169,161
30255,390,169
30256,165,6
30257,380,89
30258,158,26
30259,283,99
30260,332,94
30261,393,79
30262,278,77
30263,387,32
30264,151,194
30265,149,193
30266,150,59
30267,237,26
30268,314,166
30269,115,59
30270,316,182
30271,156,83
30272,277,58
30273,358,173
30274,247,194
30275,239,136
30276,350,199
30277,247,106
30278,272,126
30279,325,168
30280,226,161
30281,399,28
30282,247,50
30283,149,156
30284,136,117
30285,348,11
30286,174,185
30287,211,118
30288,235,2
30289,115,181
30290,256,134
30291,229,84
30292,381,185
30293,333,108
30294,115,104
30295,255,19
30296,294,95
30297,353,13
30298,250,15
30299,219,62
30300,396,16
30301,355,101
30302,215,166
30303,197,166
30304,182,155
30305,167,156
30306,353,57
30307,299,128
30308,331,98
30309,290,75
30310,187,6
30311,370,93
30312,212,24
30313,256,15
30314,343,190
30315,150,155
30316,223,11
30317,211,133
30318,295,34
30319,265,94
30320,256,57
30321,286,78
30322,267,144
30323,101,3
30324,211,20
30325,167,106
30326,264,197
30327,189,105
30328,111,200
30329,399,70
30330,326,185
30331,359,104
30332,332,9
30333,194,200
30334,102,184
30335,232,35
30336,297,120
30337,128,71
30338,380,150
30339,337,103
30340,271,156
30341,204,117
30342,102,7
30343,176,195
30344,383,139
30345,192,199
30346,371,118
30347,361,192
30348,136,88
30349,254,1
30350,316,157
30351,273,193
30352,282,76
30353,156,11
30354,106,23
30355,349,169
30356,227,191
30357,320,113
30358,229,123
30359,167,153
30360,282,5
30361,149,76
30362,242,1
30363,308,184
30364,202,19
30365,156,147
30366,341,180
30367,120,155
30368,182,184
30369,183,143
30370,375,160
30371,165,93
30372,104,183
30373,361,96
30374,133,18
30375,359,53
30376,325,9
30377,187,83
30378,291,125
30379,224,180
30380,239,21
30381,264,28
30382,153,137
30383,361,174
30384,342,34
30385,161,133
30386,213,52
30387,111,190
30388,178,137
30389,313,111
30390,374,147
30391,163,196
30392,379,197
30393,209,198
30394,190,14
30395,186,96
30396,290,132
30397,329,144
30398,140,193
30399,257,149
30400,338,44
30401,325,51
30402,230,167
30403,137,145
30404,380,65
30405,333,27
30406,384,167
30407,183,97
30408,269,59
30409,337,187
30410,323,169
30411,249,39
30412,156,98
30413,173,121
30414,326,79
30415,282,197
30416,153,116
30417,357,180
30418,360,38
30419,186,161
30420,342,26
30421,185,191
30422,307,132
30423,259,65
30424,302,193
30425,233,125
30426,382,169
30427,173,142
30428,380,28
30429,370,196
30430,104,184
30431,210,42
30432,232,148
30433,291,44
30434,349,125
30435,346,139
30436,113,154
30437,388,135
30438,160,61
30439,360,200
30440,388,105
30441,122,56
30442,347,35
30443,394,48
30444,147,30
30445,189,118
30446,204,119
30447,313,104
30448,206,81
30449,188,128
30450,391,182
30451,138,179
30452,365,196
30453,292,191
30454,225,71
30455,317,153
30456,139,32
30457,396,57
30458,210,82
30459,249,115
30460,148,52
30461,229,18
30462,315,72
30463,334,186
30464,335,16
30465,300,58
30466,232,7
30467,377,85
30468,273,163
30469,187,172
30470,243,197
30471,351,193
30472,164,34
30473,327,66
30474,323,194
30475,185,48
30476,324,58
30477,252,156
30478,253,48
30479,265,173
30480,345,115
30481,162,184
30482,354,148
30483,147,100
30484,122,149
30485,257,96
30486,370,116
30487,176,164
30488,186,83
30489,366,89
30490,162,136
30491,274,174
30492,371,60
30493,220,96
30494,107,194
30495,366,132
30496,213,63
30497,224,156
30498,180,24
30499,368,157
30500,351,172
30501,232,193
30502,279,71
30503,178,181
30504,366,191
30505,383,153
30506,155,31
30507,325,47
30508,352,30
30509,238,82
30510,359,99
30511,353,13
30512,390,79
30513,244,164
30514,361,15
30515,241,91
30516,177,165
30517,395,146
30518,288,34
30519,332,153
30520,384,122
30521,256,30
30522,115,188
30523,193,8
30524,243,172
30525,234,6
30526,322,158
30527,271,193
30528,393,81
30529,191,171
30530,247,30
30531,193,131
30532,235,196
30533,261,55
30534,378,122
30535,319,180
30536,287,40
30537,257,44
30538,144,130
30539,130,68
30540,389,177
30541,348,89
30542,149,184
30543,335,167
30544,233,40
30545,100,110
30546,361,72
30547,328,1
30548,322,149
30549,375,60
30550,282,162
30551,125,65
30552,199,108
30553,376,111
30554,315,189
30555,341,128
30556,174,187
30557,323,126
30558,158,36
30559,270,121
30560,188,199
30561,241,167
30562,275,82
30563,303,136
30564,245,124
30565,360,165
30566,126,159
30567,236,109
30568,190,116
30569,283,20
30570,332,130
30571,376,24
30572,265,76
30573,140,112
30574,187,158
30575,198,124
30576,182,188
30577,228,35
30578,253,143
30579,141,189
30580,117,133
30581,382,126
30582,232,140
30583,380,132
30584,197,42
30585,203,117
30586,100,116
30587,285,151
30588,363,17
30589,251,149
30590,110,35
30591,193,51
30592,368,137
30593,102,111
30594,219,163
30595,378,68
30596,378,156
30597,331,100
30598,166,29
30599,339,9
30600,226,116
30601,364,64
30602,265,184
30603,100,130
30604,295,199
30605,328,41
30606,377,190
30607,323,35
30608,293,92
30609,367,86
30610,396,155
30611,146,129
30612,191,12
30613,208,146
30614,370,87
30615,279,41
30616,297,12
30617,358,192
30618,161,65
30619,187,37
30620,233,176
30621,290,46
30622,126,163
30623,150,64
30624,378,135
30625,170,60
30626,198,58
30627,390,111
30628,124,171
30629,289,140
30630,222,29
30631,247,95
30632,361,31
30633,176,49
30634,126,131
30635,272,123
30636,331,137
30637,251,129
30638,171,143
30639,248,110
30640,383,47
30641,305,141
30642,208,93
30643,221,154
30644,214,187
30645,178,198
30646,180,60
30647,328,65
30648,371,177
30649,256,183
30650,278,59
30651,282,26
30652,126,86
30653,349,47
30654,291,93
30655,200,96
30656,183,136
30657,158,53
30658,366,71
30659,143,80
30660,345,186
30661,295,156
30662,263,87
30663,325,169
30664,114,6
30665,260,166
30666,267,92
30667,125,83
30668,209,146
30669,144,91
30670,109,26
30671,314,58
30672,382,198
30673,218,1
30674,372,189
30675,385,139
30676,132,154
30677,315,162
30678,106,154
30679,146,99
30680,167,42
30681,357,163
30682,367,67
30683,266,109
30684,162,91
30685,354,169
30686,391,185
30687,295,74
30688,393,93
30689,248,27
30690,218,161
30691,398,175
30692,303,144
30693,179,69
30694,259,2
30695,371,28
30696,150,49
30697,386,81
30698,216,19
30699,104,26
30700,161,84
30701,137,37
30702,300,95
30703,202,58
30704,384,17
30705,346,129
30706,137,50
30707,198,122
30708,399,176
30709,399,152
30710,213,42
30711,364,160
30712,289,62
30713,384,20
30714,384,184
30715,195,46
30716,255,192
30717,395,179
30718,335,23
30719,131,158
30720,210,173
30721,326,182
30722,243,185
30723,289,190
30724,264,62
30725,302,62
30726,108,111
30727,274,19
30728,355,7
30729,280,96
30730,338,103
30731,268,166
30732,147,125
30733,242,184
30734,282,181
30735,238,76
30736,116,199
30737,309,102
30738,341,28
30739,272,55
30740,193,14
30741,314,165
30742,123,196
30743,184,160
30744,198,47
30745,160,33
30746,245,179
30747,398,54
30748,110,133
30749,222,102
30750,144,126
30751,216,46
30752,257,89
30753,355,22
30754,311,167
30755,234,187
30756,255,84
30757,213,17
30758,268,37
30759,183,12
30760,354,121
30761,104,67
30762,363,153
30763,109,122
30764,248,85
30765,373,27
30766,281,21
30767,128,160
30768,102,121
30769,212,120
30770,225,69
30771,187,12
30772,381,100
30773,308,4
30774,114,143
30775,305,178
30776,304,34
30777,290,3
30778,167,4
30779,201,5
30780,104,10
30781,285,2
30782,281,6
30783,191,40
30784,202,185
30785,371,97
30786,188,162
30787,216,38
30788,100,1
30789,310,99
30790,165,189
30791,132,127
30792,152,63
30793,264,107
30794,276,89
30795,287,52
30796,106,158
30797,127,127
30798,344,46
30799,371,32
30800,386,6
30801,381,150
30802,150,163
30803,335,54
30804,395,105
30805,133,27
30806,213,180
30807,112,199
30808,357,122
30809,231,1
30810,304,3
30811,370,27
30812,355,38
30813,351,14
30814,137,153
30815,370,36
30816,177,180
30817,254,18
30818,260,195
30819,218,80
30820,291,142
30821,395,71
30822,254,143
30823,239,94
30824,284,104
30825,319,24
30826,366,78
30827,222,45
30828,203,62
30829,217,195
30830,178,106
30831,123,50
30832,396,103
30833,198,153
30834,275,6
30835,313,16
30836,128,94
30837,185,11
30838,228,91
30839,363,23
30840,356,69
30841,252,108
30842,306,151
30843,156,143
30844,237,25
30845,352,163
30846,226,61
30847,399,108
30848,311,195
30849,236,23
30850,321,9
30851,386,121
30852,201,3
30853,255,51
30854,339,3
30855,203,95
30856,381,52
30857,253,81
30858,340,17
30859,202,125
30860,130,93
30861,374,113
30862,205,126
30863,396,142
30864,297,36
30865,306,193
30866,299,88
30867,275,48
30868,342,58
30869,301,179
30870,171,187
30871,371,121
30872,169,99
30873,111,60
30874,248,104
30875,262,146
30876,217,21
30877,397,96
30878,344,194
30879,160,61
30880,182,157
30881,290,169
30882,214,173
30883,340,17
30884,184,23
30885,334,151
30886,316,160
30887,132,2
30888,389,37
30889,166,135
30890,154,41
30891,248,115
30892,379,68
30893,309,142
30894,277,45
30895,231,29
30896,243,108
30897,221,101
30898,368,78
30899,223,175
30900,234,94
30901,183,124
30902,306,5
30903,257,174
30904,312,181
30905,262,152
30906,350,144
30907,114,195
30908,251,168
30909,184,151
30910,189,194
30911,211,162
30912,320,156
30913,130,72
30914,199,7
30915,294,15
30916,309,91
30917,200,13
30918,217,38
30919,262,144
30920,319,153
30921,322,18
30922,348,175
30923,150,167
30924,246,187
30925,248,117
30926,200,165
30927,278,135
30928,192,16
30929,367,5
30930,137,27
30931,320,116
30932,317,18
30933,177,30
30934,353,120
30935,348,197
30936,293,51
30937,144,161
30938,184,4
30939,355,35
30940,291,122
30941,394,157
30942,198,58
30943,311,9
30944,239,85
30945,114,67
30946,328,62
30947,317,51
30948,393,182
30949,133,67
30950,231,22
30951,313,73
30952,236,145
30953,158,177
30954,298,123
30955,366,107
30956,343,1
30957,210,132
30958,279,102
30959,299,100
30960,178,88
30961,356,171
30962,206,141
30963,354,16
30964,258,69
30965,110,200
30966,313,21
30967,127,63
30968,324,21
30969,213,118
30970,222,55
30971,190,10
30972,158,124
30973,128,117
30974,200,133
30975,332,131
30976,365,3
30977,321,138
30978,321,75
30979,270,167
30980,247,10
30981,174,145
30982,320,120
30983,130,100
30984,174,116
30985,368,157
30986,332,188
30987,315,85
30988,234,7
30989,263,108
30990,123,66
30991,168,139
30992,119,19
30993,156,157
30994,360,149
30995,141,91
30996,193,88
30997,398,19
30998,184,140
30999,384,148
31000,141,130
31001,217,65
31002,216,191
31003,397,55
31004,274,102
31005,361,93
31006,109,57
31007,323,39
31008,337,12
31009,231,95
31010,174,174
31011,227,128
31012,347,68
31013,281,168
31014,266,180
31015,307,90
31016,222,35
31017,178,157
31018,107,147
31019,309,93
31020,212,85
31021,336,4
31022,102,87
31023,199,100
31024,306,138
31025,232,172
31026,221,106
31027,349,84
31028,386,162
31029,113,54
31030,276,60
31031,103,19
31032,229,171
31033,292,199
31034,323,189
31035,313,43
31036,256,168
31037,321,165
31038,315,39
31039,182,198
31040,115,88
31041,123,24
31042,172,198
31043,154,25
31044,145,23
31045,160,184
31046,111,121
31047,322,123
31048,305,125
31049,307,131
31050,141,88
31051,276,196
31052,360,122
31053,251,157
31054,390,13
31055,223,152
31056,223,116
31057,354,167
31058,319,189
31059,326,36
31060,369,173
31061,311,178
31062,148,70
31063,234,125
31064,123,15
31065,262,51
31066,205,136
31067,163,190
31068,333,137
31069,168,191
31070,201,174
31071,398,56
31072,107,97
31073,188,141
31074,146,140
31075,254,8
31076,217,121
31077,142,168
31078,329,24
31079,170,62
31080,126,140
31081,167,180
31082,228,58
31083,260,122
31084,313,23
31085,202,174
31086,390,173
31087,140,143
31088,183,154
31089,312,15
31090,268,14
31091,261,170
31092,122,102
31093,176,119
31094,336,146
31095,310,90
31096,306,127
31097,116,115
31098,336,97
31099,210,183
31100,160,161
31101,234,128
31102,155,135
31103,204,36
31104,349,85
31105,139,127
31106,327,87
31107,259,118
31108,307,106
31109,235,49
31110,343,88
31111,275,92
31112,300,133
31113,354,123
31114,138,34
31115,325,167
31116,393,155
31117,215,193
31118,194,191
31119,118,185
31120,160,172
31121,333,67
31122,118,68
31123,332,183
31124,145,176
31125,121,36
31126,140,127
31127,239,41
31128,196,59
31129,132,184
31130,167,24
31131,226,166
31132,249,114
31133,239,35
31134,321,82
31135,391,195
31136,106,68
31137,161,102
31138,289,136
31139,309,50
31140,192,11
31141,387,35
31142,265,98
31143,305,109
31144,261,11
31145,216,62
31146,205,87
31147,279,106
31148,235,40
31149,308,99
31150,150,123
31151,326,85
31152,147,169
31153,389,172
31154,392,48
31155,181,155
31156,259,185
31157,256,106
31158,152,126
31159,394,75
31160,160,170
31161,324,169
31162,218,100
31163,255,37
31164,372,1
31165,155,110
31166,319,118
31167,235,188
31168,380,23
31169,195,122
31170,259,111
31171,376,46
31172,350,92
31173,206,5
31174,156,6
31175,104,136
31176,360,68
31177,117,125
31178,208,34
31179,395,84
31180,347,19
31181,116,63
31182,343,152
31183,158,92
31184,325,186
31185,380,50
31186,218,17
31187,203,166
31188,346,97
31189,319,25
31190,128,182
31191,138,7
31192,370,125
31193,295,7
31194,217,166
31195,113,154
31196,121,25
31197,291,18
31198,337,172
31199,136,104
31200,237,118
